i,perc,n,acc,cor,alpha
7,0.8105263157894737,4914,0.6690140845070423,0.5486274509484986,0.5254011862274373
7,0.8578947368421053,5165,0.6795774647887324,0.5572822732009874,0.5517924605781865
7,0.9052631578947369,5460,0.6795774647887324,0.5942957352194964,0.5865305450354026
7,0.9526315789473684,5771,0.6302816901408451,0.4820849699768558,0.44776864870264466
7,1.0,6038,0.6725352112676056,0.5659520274177198,0.5612632317438047
8,0.1,608,0.5528169014084507,0.28516435501011095,0.27436119937821113
8,0.1473684210526316,876,0.528169014084507,0.28623776439181486,0.2713841216414551
8,0.19473684210526315,1157,0.5070422535211268,0.27308352421765053,0.19178735384381262
8,0.24210526315789474,1417,0.5633802816901409,0.36119085448483634,0.36012135991153205
8,0.2894736842105263,1771,0.5774647887323944,0.39815690330841147,0.37495267576776603
8,0.33684210526315794,2008,0.5985915492957746,0.39313130635630256,0.3821493034406067
8,0.38421052631578945,2291,0.6126760563380281,0.441937509087852,0.4340004424611632
8,0.43157894736842106,2599,0.5845070422535211,0.456409193529788,0.43238605021758225
8,0.4789473684210527,2913,0.6408450704225352,0.48766503031381697,0.48542514512069135
8,0.5263157894736842,3211,0.5422535211267606,0.30205729362627665,0.28742254187094063
8,0.5736842105263158,3422,0.602112676056338,0.4272969223370793,0.3600943045042809
8,0.6210526315789474,3827,0.6232394366197183,0.5331071795488396,0.5181957945095804
8,0.6684210526315789,4084,0.6584507042253521,0.5278218851717693,0.5273260723642899
8,0.7157894736842105,4344,0.6302816901408451,0.5216667114790676,0.4814330389630824
8,0.7631578947368421,4617,0.6373239436619719,0.49291027616985256,0.4923526825210983
8,0.8105263157894737,4921,0.6514084507042254,0.484620195679276,0.48233810838423585
8,0.8578947368421053,5186,0.602112676056338,0.4007333471032952,0.36276506529291963
8,0.9052631578947369,5498,0.6725352112676056,0.546992236806811,0.5434912948888521
8,0.9526315789473684,5737,0.6549295774647887,0.4716917273289365,0.472552657426607
8,1.0,6038,0.5985915492957746,0.48884628584781337,0.4623699609882965
9,0.1,641,0.4507042253521127,0.19414581589159274,0.12781569362424405
9,0.1473684210526316,870,0.5140845070422535,0.35678893873534157,0.3225105650012673
9,0.19473684210526315,1160,0.5492957746478874,0.3519926560954873,0.2977959697732998
9,0.24210526315789474,1467,0.5669014084507042,0.3238141755472418,0.28676644850782995
9,0.2894736842105263,1761,0.5352112676056338,0.30256819417080194,0.25512348922753536
9,0.33684210526315794,2087,0.6161971830985915,0.4971800027689917,0.4744075447364179
9,0.38421052631578945,2311,0.5809859154929577,0.451834806426416,0.40624541856032836
9,0.43157894736842106,2585,0.6443661971830986,0.4597563683543285,0.4606802231419831
9,0.4789473684210527,2876,0.6232394366197183,0.49019583029681363,0.48324453168816595
9,0.5263157894736842,3196,0.6091549295774648,0.47981207724931985,0.44812649769191815
9,0.5736842105263158,3441,0.6126760563380281,0.44246952391465205,0.4338208243551216
9,0.6210526315789474,3726,0.6197183098591549,0.512307286214846,0.5047656775757807
9,0.6684210526315789,4061,0.6056338028169014,0.4491865595609903,0.41109563014566186
9,0.7157894736842105,4266,0.6232394366197183,0.4796195115131199,0.4221361598043213
9,0.7631578947368421,4623,0.6338028169014085,0.5200700530495322,0.47842236376926184
9,0.8105263157894737,4891,0.602112676056338,0.3746374820078828,0.3307688029513728
9,0.8578947368421053,5190,0.6408450704225352,0.49479604592116977,0.48974433368904013
9,0.9052631578947369,5466,0.6725352112676056,0.546987311089705,0.547066717791411
9,0.9526315789473684,5743,0.6267605633802817,0.5050950268211649,0.4946143416691774
9,1.0,6038,0.6408450704225352,0.5424009490689019,0.5253170444327306
10,0.1,590,0.4964788732394366,0.05738659762252909,-0.006075711652248295
10,0.1473684210526316,868,0.545774647887324,0.31505906327370004,0.2763221337931895
10,0.19473684210526315,1218,0.4823943661971831,0.22766304251149752,0.20171709363957602
10,0.24210526315789474,1408,0.5809859154929577,0.4118041541750271,0.3882151510256824
10,0.2894736842105263,1861,0.5774647887323944,0.4294016596565352,0.4270476618200191
10,0.33684210526315794,2047,0.5915492957746479,0.3929840444019376,0.3910764354504449
10,0.38421052631578945,2378,0.6126760563380281,0.47790209567699615,0.45376006998869967
10,0.43157894736842106,2582,0.6267605633802817,0.41848628779386,0.3774271844660194
10,0.4789473684210527,2934,0.6373239436619719,0.5064451870910688,0.5047752862323656
10,0.5263157894736842,3200,0.6197183098591549,0.48923575718847817,0.47161522222856167
10,0.5736842105263158,3485,0.6443661971830986,0.5509173019187479,0.5324932810503591
10,0.6210526315789474,3767,0.6232394366197183,0.5264532759869478,0.48501868062272013
10,0.6684210526315789,4052,0.6232394366197183,0.4886565228623657,0.472794696770806
10,0.7157894736842105,4318,0.6619718309859155,0.4773239304767144,0.4723477798457857
10,0.7631578947368421,4566,0.6514084507042254,0.5233465341594757,0.5214489883189664
10,0.8105263157894737,4889,0.647887323943662,0.4867978313427976,0.482834787577749
10,0.8578947368421053,5168,0.6408450704225352,0.501857640948639,0.5022110944917734
10,0.9052631578947369,5427,0.6443661971830986,0.4800528347154878,0.4601637173083981
10,0.9526315789473684,5752,0.6584507042253521,0.546852363210455,0.5414694479461504
10,1.0,6038,0.647887323943662,0.5046167915392267,0.5015041416859098
11,0.1,623,0.4788732394366197,0.06953399795165259,0.037830246642675314
11,0.1473684210526316,827,0.43661971830985913,0.2309767568752903,0.18484971687002016
11,0.19473684210526315,1154,0.5211267605633803,0.31966563742276155,0.2713854061751121
11,0.24210526315789474,1529,0.602112676056338,0.5019561647244908,0.4784431107951014
11,0.2894736842105263,1743,0.5070422535211268,0.3626001500467911,0.35580972010457546
11,0.33684210526315794,2046,0.5563380281690141,0.34199535255729774,0.32219771665801755
11,0.38421052631578945,2372,0.6443661971830986,0.4984512566247405,0.48958047940418337
11,0.43157894736842106,2578,0.6443661971830986,0.510963678337593,0.510441791676647
11,0.4789473684210527,2914,0.5915492957746479,0.4176139745950473,0.39260846277450456
11,0.5263157894736842,3153,0.6126760563380281,0.5138478591858141,0.4976055970130142
11,0.5736842105263158,3430,0.6302816901408451,0.48230925496932303,0.4781364526331643
11,0.6210526315789474,3776,0.6373239436619719,0.4880738080971066,0.48576924632172414
11,0.6684210526315789,4035,0.602112676056338,0.3960202838479562,0.35538953511164373
11,0.7157894736842105,4313,0.602112676056338,0.3625568879640832,0.32270026591324585
11,0.7631578947368421,4624,0.647887323943662,0.46601278448944905,0.41280503504505783
11,0.8105263157894737,4875,0.6443661971830986,0.5374491756288331,0.527342998548469
11,0.8578947368421053,5148,0.6197183098591549,0.49319356317935853,0.4674389480275517
11,0.9052631578947369,5464,0.6338028169014085,0.5093835103854617,0.505643816378478
11,0.9526315789473684,5748,0.6619718309859155,0.5616092787189505,0.555373261330204
11,1.0,6038,0.6795774647887324,0.5574819980598263,0.5558975377283559
12,0.1,589,0.4471830985915493,0.19043388301073888,0.11969978521611113
12,0.1473684210526316,875,0.5176056338028169,0.32381417554724146,0.26929047958712715
12,0.19473684210526315,1175,0.5845070422535211,0.3893870987637904,0.3698657745173123
12,0.24210526315789474,1490,0.5633802816901409,0.4215842746854283,0.42099443149954585
12,0.2894736842105263,1666,0.4788732394366197,0.26722364572935653,0.2217547735265213
12,0.33684210526315794,2037,0.5880281690140845,0.37063665264084195,0.36506866486531653
12,0.38421052631578945,2256,0.6232394366197183,0.4816958257618221,0.4799328859060402
12,0.43157894736842106,2640,0.6197183098591549,0.5088685428159139,0.5095627102354637
12,0.4789473684210527,2846,0.6056338028169014,0.44026562583778023,0.4109302995391706
12,0.5263157894736842,3158,0.6267605633802817,0.49151391243039916,0.46287254973402314
12,0.5736842105263158,3473,0.5845070422535211,0.38937727851551235,0.2658719528529332
12,0.6210526315789474,3755,0.5985915492957746,0.4577228797313654,0.44948018101397347
12,0.6684210526315789,4044,0.6232394366197183,0.5038635708263142,0.5002873893550983
12,0.7157894736842105,4375,0.647887323943662,0.5270920276713462,0.5202359671076153
12,0.7631578947368421,4623,0.6443661971830986,0.5126092887276013,0.5131620280203556
12,0.8105263157894737,4903,0.6408450704225352,0.46281656049262965,0.4511863486682064
12,0.8578947368421053,5128,0.5669014084507042,0.39498699896214784,0.2549492440760689
12,0.9052631578947369,5474,0.6830985915492958,0.5955465178895255,0.5920455681023283
